sample_id,gas_class,concentration,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127
94,1,13078.8711,1.508245,3.469116,5.441586,6.649036,-2.690999,-3.287722,-4.68285,13175.7168,1.556525,3.241236,4.451709,5.437369,-2.659843,-3.226339,-4.290657,26569.1657,14.483181,7.001501,11.313479,12.042826,-6.682322,-9.756248,-10.397862,24799.8846,13.640632,6.492935,10.509382,11.190379,-6.15244,-8.882538,-9.638657,3641.0231,4.467109,1.068175,2.427603,2.954389,-1.027948,-1.73774,-2.07302,4222.622,4.720128,1.261236,2.805131,3.389724,-1.192131,-1.977727,-2.437688,24293.0176,16.770467,7.781008,14.672732,16.269546,-6.822614,-11.02356,-11.912782,25184.5862,16.726336,8.124215,15.08703,16.763035,-7.029722,-11.19096,-11.877386,13447.3906,1.661593,3.303273,4.373092,4.963179,-2.719465,-3.317751,-4.284697,10429.959,1.449984,2.579463,3.629694,4.587167,-2.11095,-2.594782,-3.609538,28343.3245,14.503165,7.465119,11.78422,12.503336,-7.05226,-10.206447,-10.984366,17726.5162,14.287043,4.798204,8.132413,8.942386,-4.592042,-6.753934,-7.308596,4056.2771,4.514122,1.220351,3.002798,3.670613,-1.160679,-2.041724,-2.380384,4669.4566,4.813099,1.406875,3.462453,4.318422,-1.322023,-2.330175,-2.94286,27885.6563,18.398717,9.314133,17.161394,18.614884,-7.883714,-13.373644,-14.481652,22344.8228,17.659901,7.443624,14.330791,15.709908,-6.362538,-10.9359,-11.847542
95,1,14586.836,1.569228,4.00026,6.644695,7.889903,-2.940641,-3.570339,-4.788019,15081.5254,1.646,3.691921,5.348634,6.189634,-2.959048,-3.560734,-5.864089,32398.3215,17.373459,8.083198,13.612476,14.602113,-8.466326,-12.614157,-13.560482,30197.0364,16.336939,7.477667,12.570038,13.47208,-7.747596,-11.361521,-13.172317,4330.6403,5.128475,1.21153,2.91013,3.553217,-1.266645,-2.199779,-2.780626,5030.0362,5.393929,1.427728,3.366374,4.058253,-1.463973,-2.582795,-3.041051,29088.2638,20.038648,8.964663,17.72448,19.756903,-8.401554,-13.960775,-15.004463,30240.0238,19.984373,9.313165,18.141849,20.191085,-8.651745,-14.035917,-14.823429,15470.9667,1.773039,3.7399,5.170653,5.855138,-3.062127,-3.986813,-4.567761,11896.8554,1.513747,2.919265,4.492754,5.751835,-2.372983,-2.886667,-3.852426,34699.7754,17.432508,8.610341,14.220267,14.976464,-8.927404,-13.005487,-14.061999,21614.9934,17.224561,5.531311,9.876861,11.007402,-5.786676,-8.686298,-10.91522,4832.3486,5.165262,1.388227,3.639462,4.543003,-1.427228,-2.601034,-3.036526,5516.222,5.493282,1.595989,4.187036,5.170295,-1.621288,-2.984576,-3.452962,33547.3564,21.977097,10.686726,20.384097,22.204917,-9.778887,-16.626306,-18.084941,26829.7408,21.110433,8.598359,17.009579,18.825726,-7.888972,-13.6117,-14.979553
96,1,15687.6016,1.614901,4.452284,7.596702,8.649012,-3.148958,-3.687689,-5.04116,16607.1054,1.718371,4.04748,6.075954,7.139737,-3.199609,-3.82446,-4.866796,38233.5451,20.320183,8.928776,15.427578,16.965677,-10.336569,-15.309862,-16.448544,35513.4027,19.05206,8.268494,14.205495,15.293624,-9.41724,-13.766196,-14.673517,5011.6164,5.731906,1.319058,3.269194,4.344852,-1.519497,-2.537514,-3.152741,5808.8249,6.049251,1.558151,3.803716,4.687938,-1.751394,-2.901549,-3.431519,33755.4077,23.193838,9.809902,20.042816,22.475163,-9.979872,-15.941042,-16.979159,35033.0708,23.081286,10.214317,20.479985,22.93585,-10.240242,-16.11643,-17.159048,17159.7051,1.867193,4.078374,5.933733,6.735533,-3.326615,-4.000803,-5.054238,12989.4219,1.561925,3.240403,5.244945,6.332752,-2.577307,-3.082907,-5.154013,40983.7417,20.382054,9.540653,16.03452,17.267638,-10.902366,-15.905262,-17.019522,25606.7943,20.226905,6.117952,11.298505,12.5793,-7.054933,-10.53694,-11.13872,5574.8004,5.768531,1.514215,4.062812,5.638985,-1.714844,-2.965567,-3.401548,6358.516,6.142394,1.733987,4.676558,5.834824,-1.940843,-3.357309,-3.792959,38871.1862,25.466742,11.715267,22.46815,24.67436,-11.521379,-19.908095,-21.751264,31163.4599,24.446958,9.429338,18.829755,20.809085,-9.310764,-16.332122,-17.795932
97,1,2382.6875,1.108148,0.441225,0.620207,2.342228,-0.454608,-0.65753,-2.052153,2140.916,1.103204,0.384342,0.53613,2.310574,-0.440073,-0.75758,-2.337204,4613.0493,4.206212,0.669109,0.800148,1.220946,-0.706968,-0.942769,-1.377539,4350.9571,4.045217,0.621671,0.742577,1.129067,-0.665376,-0.902256,-1.315843,693.7398,1.682494,0.130679,0.18764,0.860113,-0.14503,-0.253385,-0.66851,805.7653,1.742743,0.15158,0.254293,0.696742,-0.169431,-0.287342,-0.760458,4439.0163,5.071548,0.721024,0.878765,1.198997,-0.822375,-1.226149,-1.993024,4574.5287,5.083814,0.740966,0.881035,1.156296,-0.847618,-1.243489,-1.785516,2202.6816,1.122477,0.376696,0.526702,1.849519,-0.417795,-0.586478,-1.865763,1832.4473,1.090666,0.326777,0.481438,1.905952,-0.335631,-0.500605,-2.334829,5072.7121,4.314524,0.741519,0.877541,1.568346,-0.772051,-1.038807,-1.502954,3201.9945,4.169168,0.495799,0.606373,0.918815,-0.542135,-0.746272,-1.214744,795.4548,1.720729,0.152321,0.271733,0.984016,-0.17088,-0.28195,-0.716351,962.0842,1.820517,0.178312,0.30112,0.701714,-0.195849,-0.340567,-0.882359,4977.7947,5.596935,0.796595,0.953899,1.349595,-0.916498,-1.378839,-2.325865,4148.7085,5.514478,0.67166,0.818093,1.209134,-0.769831,-1.154161,-1.533679
98,1,8100.8828,1.369479,1.990999,2.733511,3.630374,-1.621131,-2.081185,-3.495362,7744.4355,1.375848,1.8234,2.445741,3.847141,-1.512857,-1.925559,-2.76193,12641.3316,7.986169,3.297353,4.877375,5.305511,-2.706463,-3.812612,-4.421682,11917.4423,7.709493,3.051822,4.517491,5.038588,-2.532364,-3.536605,-4.059967,1858.859,2.738757,0.601956,1.040533,1.439283,-0.476873,-0.777949,-1.093928,2164.9745,2.900918,0.703601,1.193898,1.530436,-0.555192,-0.90371,-1.250669,12123.4904,9.454974,3.68357,5.790709,6.278972,-3.01189,-4.708836,-5.447628,12578.5905,9.588346,3.813343,5.997483,6.523374,-3.125801,-4.837806,-5.305471,7755.6328,1.434304,1.849788,2.408921,3.179512,-1.530541,-1.936922,-2.907282,6068.5508,1.301498,1.453143,1.945022,2.968595,-1.195988,-1.557624,-2.513813,13825.7974,8.120493,3.633254,5.369379,5.950981,-2.938154,-4.083422,-4.630037,8710.0905,7.966541,2.355511,3.561052,3.986615,-1.972688,-2.785449,-3.14355,2093.0287,2.801576,0.698024,1.242106,1.717731,-0.542722,-0.928445,-1.250861,2453.3051,2.962213,0.812214,1.41724,1.828816,-0.628825,-1.064623,-1.468797,13767.7483,10.382453,4.284121,6.637183,7.061177,-3.457855,-5.592938,-6.206766,11217.3602,9.966007,3.500982,5.582239,6.125912,-2.840364,-4.586015,-5.202862
99,1,11839.7793,1.542422,3.030708,4.240349,5.100687,-2.363224,-2.927259,-4.056444,11863.0918,1.584723,2.815407,3.966568,4.635423,-2.275877,-2.878219,-4.09775,20292.1287,11.45325,5.635704,8.885925,9.395285,-4.794235,-6.859106,-7.665014,18915.4264,10.922667,5.212496,8.238709,8.799019,-4.44949,-6.334362,-6.799254,2862.8849,3.664486,0.925426,1.850453,2.332261,-0.776266,-1.287165,-1.605784,3316.1215,3.880472,1.092293,2.155763,2.585374,-0.903884,-1.50361,-1.853251,18928.688,13.364561,6.347724,11.057434,11.992628,-5.084598,-8.083924,-8.992239,19600.2757,13.520984,6.586931,11.502357,12.427015,-5.271516,-8.391833,-10.851409,11980.627,1.680053,2.909928,3.91423,4.726144,-2.327359,-2.859774,-3.98814,9138.3438,1.455713,2.221219,2.98856,4.084456,-1.806969,-2.241316,-3.266437,21996.2759,11.535494,6.16972,9.621251,10.242501,-5.176144,-7.305249,-7.818962,13767.739,11.373328,3.937127,6.354834,7.010717,-3.379277,-4.86671,-5.494691,3193.0895,3.726544,1.071599,2.276402,2.843066,-0.880408,-1.556578,-1.861052,3715.1583,3.952004,1.233713,2.603323,3.225717,-1.002557,-1.737536,-2.258651,21612.7754,14.709273,7.499217,13.272672,14.271882,-5.90578,-9.8939,-10.834256,17494.7922,14.074407,6.056191,11.045209,11.994464,-4.786885,-8.22877,-8.840932
100,1,14059.1797,1.629465,3.610855,5.652548,6.759352,-2.796665,-3.368658,-5.744793,14479.6855,1.706156,3.348857,4.696244,5.495797,-2.751327,-3.303436,-4.294109,26706.7405,14.700295,6.871118,11.684225,12.381315,-6.628315,-9.876427,-10.528825,24736.3584,13.853128,6.336597,10.806928,11.535121,-6.106928,-8.816781,-9.391022,3624.1913,4.446515,1.069086,2.482214,3.046724,-1.003673,-1.704628,-2.105971,4176.4659,4.688643,1.257673,2.879974,3.500721,-1.169449,-1.971712,-2.456424,24206.8485,17.031781,7.662748,15.01052,16.532231,-6.701116,-10.749486,-11.515364,24987.1066,16.968844,7.92633,15.498738,17.038782,-6.941245,-11.036893,-12.118457,14743.9805,1.834022,3.457588,4.625705,5.38673,-2.841979,-3.460889,-4.344174,11065.9961,1.54171,2.612997,3.791506,5.35975,-2.184033,-2.784846,-3.864904,28828.9304,14.703393,7.471377,12.51096,13.281344,-7.133277,-10.250753,-11.274767,17971.6125,14.596341,4.740446,8.499465,9.221166,-4.591533,-6.732843,-7.401242,4009.4132,4.475961,1.231553,3.079544,3.890644,-1.139117,-2.039731,-2.330945,4669.6736,4.79864,1.419013,3.5303,4.455197,-1.291432,-2.288376,-2.731956,27659.3898,18.569025,9.068753,17.363083,19.109641,-7.768413,-13.088855,-14.433211,22395.8399,17.898113,7.328404,14.477198,16.148807,-6.280778,-10.515319,-11.55051
101,1,15824.0352,1.691497,4.084155,6.689679,7.790728,-3.031027,-3.619305,-4.837192,15875.4141,1.745359,3.79623,5.502225,6.298637,-3.054861,-3.655944,-4.692342,32989.3241,17.506267,8.136434,13.895005,14.939847,-8.522734,-12.127615,-12.934163,30734.4582,16.68972,7.508549,12.990854,13.999637,-7.777721,-10.95433,-12.077161,4371.4906,5.100516,1.201754,2.919825,3.653665,-1.259058,-1.992507,-2.439438,5093.9852,5.447435,1.41975,3.431146,4.204318,-1.452672,-2.262403,-2.637393,29299.4601,20.050015,8.86765,17.970545,19.926391,-8.320433,-12.965056,-13.986345,30569.5705,20.289199,9.254657,18.659577,20.870989,-8.564517,-13.217348,-14.002469,16139.6465,1.874167,3.863486,5.335918,5.949487,-3.172364,-3.810905,-5.405794,12859.5605,1.618108,2.972459,4.459297,5.0932,-2.439271,-3.12306,-3.946972,35811.2622,17.763246,8.811322,14.960446,15.976517,-9.09486,-12.858586,-13.881376,22152.007,17.360196,5.587543,10.17502,11.302766,-5.879522,-8.434185,-9.705235,4893.9164,5.203635,1.378465,3.693114,4.875645,-1.422995,-2.254601,-2.868711,5566.2088,5.446127,1.584692,4.197582,5.263816,-1.611958,-2.640922,-3.121353,33914.761,22.33527,10.630208,20.677321,22.763746,-9.608668,-16.767833,-18.320636,27170.024,21.156748,8.563279,17.115333,18.956842,-7.779594,-13.727257,-14.863379
102,1,16497.1895,1.692752,4.517236,7.569251,9.100787,-3.233709,-3.845732,-4.955688,17453.5371,1.819391,4.186482,5.931921,8.222153,-3.306073,-4.096659,-5.070877,38699.587,20.786419,9.384277,15.785616,16.889708,-10.443111,-15.525861,-16.653901,35996.8305,19.417691,8.658483,14.244334,15.407881,-9.484581,-13.797201,-14.775038,5028.9088,5.794146,1.358125,3.331789,4.259242,-1.522106,-2.725667,-3.02179,5842.0874,6.10509,1.601335,3.773505,4.589573,-1.744682,-2.873421,-3.259326,33907.7259,23.77136,10.166692,20.341338,22.630405,-10.033459,-16.221798,-17.260164,35264.913,23.440385,10.601049,20.502099,22.927604,-10.257168,-16.085067,-17.015028,18099.3789,2.007314,4.315751,5.84126,6.809487,-3.451078,-4.154324,-5.273119,13637.9648,1.633288,3.267052,5.075766,5.936161,-2.653043,-3.205832,-4.044695,42094.5341,20.733225,10.16311,16.28304,17.478349,-11.092096,-16.059961,-17.119869,26049.0053,20.685502,6.450849,11.626948,12.815892,-7.16823,-10.68718,-11.591207,5615.85,5.82206,1.548591,4.05615,5.131741,-1.704275,-2.926569,-3.3348,6369.6726,6.215473,1.781496,4.738035,6.010637,-1.940064,-3.38221,-3.780994,39171.8646,25.860996,12.215443,22.909789,24.804937,-11.523421,-19.726357,-21.599185,31356.3905,25.09456,9.823785,19.362826,21.481194,-9.381235,-16.506197,-18.35039
103,1,2133.9199,1.096432,0.445366,0.627503,1.979721,-0.566834,-0.817342,-2.017589,1834.3887,1.080569,0.38491,0.566382,2.044057,-0.457792,-0.64503,-1.908005,4506.3464,3.402224,0.708452,0.854739,1.264943,-0.718187,-0.956484,-1.357057,4190.5288,3.33902,0.652118,0.786894,1.127124,-0.670343,-0.923465,-1.24946,677.9541,1.606319,0.134887,0.191616,1.045154,-0.143769,-0.24185,-0.501735,774.0613,1.660963,0.154437,0.222814,0.728814,-0.166055,-0.278199,-0.605953,4376.6666,4.164991,0.760254,0.937543,1.424526,-0.83258,-1.212678,-1.671129,4433.7299,4.238319,0.773044,0.937937,1.27341,-0.852691,-1.294379,-1.749772,2161.9609,1.110435,0.378429,0.544086,2.048584,-0.439196,-0.641305,-1.540822,1881.914,1.094103,0.324867,0.497918,1.794334,-0.396734,-0.578652,-1.485446,4934.394,3.524671,0.781127,0.94754,1.339021,-0.783979,-1.069333,-1.576992,3138.1183,3.401383,0.528844,0.648651,1.032861,-0.551458,-0.765087,-1.127455,768.8927,1.652247,0.157627,0.225113,0.776927,-0.164963,-0.277135,-0.600607,941.8459,1.7228,0.18553,0.285867,0.662563,-0.194013,-0.322186,-0.65655,4849.9366,4.710727,0.828638,1.008596,1.33626,-0.920768,-1.41062,-1.835294,4099.0619,4.512323,0.71592,0.873685,1.354794,-0.778056,-1.167216,-1.490593
104,1,8461.8632,1.390368,2.122079,2.931823,5.269188,-1.681164,-2.179273,-3.504886,7697.709,1.34596,1.892826,2.547574,4.563828,-1.55559,-1.982348,-3.16606,12709.0632,6.732814,3.414428,5.008532,5.493767,-2.798823,-3.881514,-4.567025,11787.044,6.580638,3.129557,4.662447,5.197249,-2.601777,-3.699653,-4.21745,1852.3691,2.607322,0.598739,1.041532,1.387502,-0.485863,-0.777553,-1.125812,2124.2592,2.753154,0.699939,1.200738,1.584511,-0.564196,-0.955373,-1.396657,12112.1762,8.094275,3.767356,5.800516,6.372491,-3.095049,-4.721909,-5.372676,12412.3479,8.318813,3.850663,6.129988,6.592519,-3.209868,-5.135188,-5.869289,7737.0879,1.398676,1.910309,2.550154,3.314754,-1.562774,-2.000367,-2.827102,6282.4531,1.315782,1.558166,2.104089,2.937278,-1.241425,-1.629105,-2.768459,13822.4155,6.901199,3.757241,5.54944,6.089727,-3.048682,-4.29336,-4.858313,8787.8414,6.724995,2.435699,3.67404,4.329095,-2.044417,-2.843645,-3.268992,2046.3789,2.671642,0.691182,1.24639,1.6104,-0.549579,-0.962277,-1.368101,2460.5943,2.807444,0.803423,1.359664,1.760984,-0.636699,-1.01625,-1.617697,13543.2118,9.063844,4.300491,6.790068,7.341919,-3.549904,-5.918566,-6.4666,11235.8172,8.603708,3.537608,5.604844,6.06744,-2.892944,-4.586299,-5.040948
105,1,12194.6055,1.534699,3.071286,4.308988,5.451225,-2.488537,-3.074977,-4.346209,11779.8515,1.518937,2.791346,3.750018,4.849192,-2.336875,-2.892158,-3.891087,20437.1414,9.59385,5.648287,8.864633,9.645404,-4.921977,-7.041023,-7.703119,18801.2761,9.254548,5.191742,8.389239,9.004837,-4.571076,-6.665287,-7.413148,2909.8164,3.525325,0.924402,1.820924,2.241907,-0.797278,-1.292361,-1.615596,3294.5505,3.685397,1.077673,2.22944,2.799452,-0.930083,-1.575621,-1.953775,19090.579,11.37674,6.317961,11.155757,12.163729,-5.195704,-8.108771,-8.737778,19501.941,11.579339,6.528822,11.899502,12.91538,-5.427188,-8.796928,-9.470799,11819.8692,1.597118,2.849725,3.777261,4.677248,-2.359088,-2.938279,-3.814767,9369.1817,1.453791,2.2773,3.081809,3.924475,-1.870637,-2.321804,-3.123174,22055.1304,9.725093,6.208993,9.899722,10.569004,-5.377166,-7.84498,-8.647421,13987.2572,9.570846,3.951823,6.433619,6.967538,-3.495101,-5.01514,-5.606689,3158.4378,3.549697,1.050445,2.342166,2.863816,-0.906115,-1.620877,-1.894354,3785.6051,3.780309,1.220328,2.581018,3.183359,-1.030579,-1.715665,-1.997375,21418.0359,12.758314,7.40397,13.49881,14.54763,-6.03021,-10.328442,-11.350234,17644.0257,12.081301,6.025402,10.964814,12.007392,-4.840411,-7.774388,-8.418373
106,1,14446.7187,1.64524,3.773037,5.543274,6.631115,-2.89729,-3.528565,-4.777556,14111.4531,1.619603,3.46008,4.953384,5.690278,-2.799058,-3.437747,-4.567804,27573.8777,12.488652,7.118865,11.980701,12.8859,-6.986639,-10.170988,-10.978815,25237.7658,12.022204,6.571749,11.575933,12.587016,-6.442933,-9.481556,-10.20835,3757.9143,4.230116,1.107973,2.476864,3.199958,-1.069938,-1.765268,-2.171662,4282.9949,4.47712,1.314445,3.076167,3.746285,-1.252582,-2.127617,-2.496404,24892.2736,14.42525,7.930723,15.473334,16.930618,-6.986959,-11.247643,-12.306152,25540.6905,14.858649,8.28585,16.657004,18.873724,-7.335453,-11.831847,-12.68224,14237.7793,1.71069,3.476594,4.852879,5.752574,-2.869297,-3.526748,-5.158642,11556.1699,1.561501,2.763104,3.815412,4.789572,-2.247954,-2.769133,-4.020248,29595.9006,12.699972,7.830616,13.621105,14.52357,-7.589101,-11.193694,-12.13954,18640.176,12.278654,4.960234,8.663217,9.28532,-4.859956,-7.105425,-8.138815,4102.7642,4.301604,1.278782,3.239682,4.098566,-1.220664,-2.185692,-2.792215,4825.344,4.511392,1.460235,3.529271,4.31872,-1.37953,-2.374953,-2.907673,28159.4743,16.474761,9.35532,18.668545,21.216576,-8.188639,-14.241682,-15.722003,23016.9743,15.359034,7.536805,14.967777,16.417119,-6.550659,-10.803906,-11.609378
107,1,14095.5781,1.605033,4.169344,6.183215,7.268659,-3.180973,-3.805316,-4.842399,15424.6953,1.675135,3.890189,5.381343,6.287368,-3.129587,-3.788142,-4.948785,34614.6057,17.069454,9.005597,14.488841,15.604622,-9.153689,-13.444984,-14.289378,31264.3768,16.012215,8.263114,13.83575,14.824751,-8.348055,-12.370256,-13.22564,4599.8296,5.119721,1.300151,2.966015,3.605135,-1.36272,-2.186471,-2.641925,5146.341,5.308294,1.540303,3.636826,4.456768,-1.573771,-2.662891,-3.145256,30610.1443,19.665964,9.654986,18.534283,20.399199,-8.866043,-13.908051,-14.619967,30993.5807,19.623727,10.146027,19.80548,22.022587,-9.219104,-14.815669,-15.899034,15664.8594,1.78118,3.978873,5.225443,6.066141,-3.241715,-3.966892,-13.465698,11331.6855,1.533423,3.117419,4.169073,5.030623,-2.56886,-3.094718,-3.920065,36669.8296,16.98408,9.800177,16.128379,17.21148,-9.846487,-14.649931,-15.808148,23392.3847,16.85813,6.188213,10.385122,11.308248,-6.303522,-9.245566,-9.862543,4920.0859,5.05439,1.491394,3.832224,4.783232,-1.53259,-2.711787,-3.171554,5895.3753,5.484168,1.698987,4.228844,5.133202,-1.731969,-2.86389,-3.403622,34067.2896,21.599399,11.553801,22.507095,24.632032,-10.267706,-18.427692,-20.271268,28232.1278,20.642555,9.27967,18.146267,20.024661,-8.189389,-13.156962,-14.645153
108,1,18268.3711,1.802001,4.643615,7.794401,8.754234,-3.320407,-3.994962,-5.166321,17265.6524,1.777629,4.272532,6.366978,7.525942,-3.37028,-4.051053,-4.99044,39928.6643,20.721171,9.678842,16.137193,17.236005,-10.771938,-15.928354,-16.883742,37279.3033,20.026295,8.887055,15.249112,16.390142,-9.81957,-14.268605,-15.342286,5183.4863,5.73179,1.388639,3.274979,4.059713,-1.570889,-2.637825,-3.032055,6074.2782,6.163466,1.649953,3.994271,4.999383,-1.811257,-2.987436,-3.49879,34858.411,23.439602,10.434121,20.627029,23.049557,-10.306088,-16.513452,-17.58367,36590.436,24.174525,10.939892,21.893676,24.375161,-10.617949,-16.586431,-19.056543,17553.0937,1.9096,4.31755,6.131548,6.817805,-3.516601,-4.202212,-5.82698,15214.9844,1.741358,3.396708,4.981073,6.184935,-2.699941,-3.241515,-4.540659,43732.6479,21.31828,10.535367,17.851708,19.232082,-11.5268,-16.719913,-17.922299,26958.4536,20.245172,6.649975,11.668913,12.7776,-7.416888,-11.034054,-11.731844,5830.2754,5.856792,1.595323,4.219561,6.382636,-1.770198,-3.006468,-3.583839,6543.6451,6.075172,1.814628,4.673616,5.878113,-1.998884,-3.474796,-4.019085,40471.4208,26.99834,12.427832,24.314645,26.59201,-11.881659,-20.605922,-22.679423,32223.9942,24.644776,10.017902,19.617622,21.65873,-9.617503,-16.825954,-18.317361
109,1,1376.3653,1.060345,0.249716,0.424733,1.874171,-0.466429,-0.682155,-2.031197,1491.0625,1.069025,0.238203,0.397492,2.159184,-0.430366,-0.630205,-1.817708,4771.2514,3.682453,0.51439,0.635082,0.991388,-0.752799,-1.172228,-1.614399,4495.0334,3.581388,0.480351,0.604973,0.981925,-0.712624,-0.955363,-1.489242,674.3312,1.607997,0.102978,0.1534,0.515557,-0.145229,-0.251337,-0.718521,773.9191,1.656851,0.118318,0.179875,0.550319,-0.167726,-0.317575,-0.663517,4580.4822,4.242962,0.586052,0.751876,1.178323,-0.870992,-1.226956,-1.755305,4675.6341,4.269538,0.594354,0.780763,1.142961,-0.89464,-1.296503,-1.768341,1664.5488,1.088024,0.231035,0.399509,1.98692,-0.418456,-0.606296,-2.524137,1079.3242,1.051464,0.180925,0.347355,1.832901,-0.333642,-0.515129,-1.895199,5253.8758,3.771499,0.567582,0.700402,1.033451,-0.828596,-1.109563,-1.937114,3356.8638,3.646898,0.403779,0.520962,0.859126,-0.583489,-0.801141,-1.189259,769.1129,1.640912,0.120832,0.183749,0.572683,-0.169325,-0.292449,-0.67503,933.4133,1.720696,0.14206,0.219867,0.649873,-0.195896,-0.350956,-0.743974,5036.4616,4.624425,0.618873,0.812401,1.13885,-0.960325,-1.436432,-1.9065,4256.6317,4.491764,0.547251,0.731523,1.034417,-0.814938,-1.182652,-1.673534
110,1,8305.7715,1.390836,2.010098,2.78339,3.656454,-1.662659,-2.147962,-3.336206,7500.2207,1.363592,1.815776,2.445361,3.518331,-1.542423,-1.99779,-4.045801,13709.3037,8.036092,3.650383,5.580689,6.053171,-2.9151,-4.101076,-4.859389,12904.513,7.807325,3.374716,5.182041,5.788316,-2.751464,-3.846551,-4.42351,1926.3445,2.743796,0.637542,1.159783,1.516583,-0.491183,-0.799645,-1.268721,2221.8384,2.879907,0.737662,1.367244,1.738181,-0.573937,-0.92441,-1.233532,12874.8391,9.318225,4.082522,6.721503,7.220674,-3.164855,-4.925155,-5.556842,13315.5533,9.492023,4.188727,6.986521,7.627616,-3.318658,-5.12689,-5.633579,7344.6445,1.401854,1.852946,2.426709,3.216242,-1.556891,-1.964149,-2.832765,6149.8105,1.310382,1.444668,2.085407,2.843733,-1.212173,-1.599334,-2.399998,15128.9519,8.278581,4.049355,6.170829,6.583713,-3.222568,-4.495158,-5.02467,9502.7874,7.959913,2.633607,4.158706,4.675244,-2.137537,-3.039826,-3.535168,2154.4845,2.785028,0.734732,1.402953,1.827734,-0.563939,-0.946381,-1.341766,2528.9759,2.946087,0.854662,1.580614,2.041975,-0.643081,-1.075845,-1.41947,14492.0583,10.286169,4.630066,7.655081,8.382165,-3.646738,-5.834877,-6.520654,11862.0448,9.752484,3.839486,6.465473,6.927597,-2.973715,-4.763092,-5.275458
111,1,11787.0781,1.533385,3.01773,4.133766,4.961836,-2.43463,-3.080698,-3.928784,11584.4082,1.559383,2.804726,3.702168,4.459009,-2.322382,-2.857398,-3.855274,21749.1066,11.735863,6.032053,9.47093,10.147199,-5.108667,-7.337171,-7.904687,20315.1967,11.194611,5.571506,8.810164,9.316069,-4.735287,-6.757929,-7.399123,2971.1601,3.688623,0.952484,1.945022,2.402837,-0.804866,-1.349602,-1.824438,3445.9514,3.906123,1.114323,2.259105,2.664346,-0.933116,-1.539056,-2.180255,19844.8207,13.453242,6.689835,11.878586,12.739331,-5.318676,-8.535957,-9.392419,20636.4414,13.628163,6.937923,12.315102,13.562118,-5.511931,-8.933852,-9.487189,11763.5078,1.652655,2.897765,3.816785,4.684574,-2.382957,-2.944054,-3.982068,8975.7695,1.441433,2.187818,2.922907,3.75044,-1.823572,-2.268077,-4.111572,23905.3276,11.898857,6.681367,10.397461,10.960893,-5.566378,-7.86111,-8.545032,14860.7069,11.562515,4.233413,6.907157,7.55994,-3.621057,-5.216467,-5.955242,3311.7563,3.737818,1.092815,2.386223,2.917555,-0.904499,-1.58891,-2.05868,3842.8617,3.966628,1.26432,2.723111,3.294695,-1.037473,-1.829705,-2.251783,22639.7079,14.867116,7.845901,14.033909,15.035228,-6.154605,-10.200579,-10.992335,18322.1787,14.135401,6.372795,11.801695,12.879727,-5.009096,-8.348018,-9.109583
